,ProtocolNum,ProtocolPhase,TA,PlannedEnrollment,ActualEnrollment,ActualRandomizedDosed,ActualEarlyTerminated,PercEnrollmentCompleted,PlannedSites,ActiveSites,CRO,LSO_ActualDate,DBL_ActualDate,CloseOut,numValsLSO,numValsDBL,PrimaryStudy_to_Synopsis,Synopsis_to_Protocol,FSS_to_FSI,LSI_to_LSO,AE,CM,DS,DV,EG,EX,FA,LB,MH,PR,SS,VS,Lock_duration,CloseOut_new
208,91301,IV,NonCore,55,53,0.0,42.0,96.36%,40.0,0.0,Synteract,2020-02-28,2020-08-31,185,5,5,,,,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185
209,241302,IV,RGH,40,53,0.0,0.0,132.50%,40.0,0.0,IQVIA,2019-06-07,2021-04-16,679,5,5,,496.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679
210,471101,IV,NonCore,36,36,0.0,0.0,100.00%,20.0,0.0,IQVIA,2020-07-29,2020-11-09,103,5,5,,90.0,44.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103
211,Cabozantinib-2001,II,Oncology,35,35,0.0,0.0,100.00%,19.0,0.0,MEDISCIENCE PLANNING INC,2018-10-23,2018-12-18,56,5,5,,,41.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
212,Cabozantinib-2003,II,Oncology,32,34,0.0,0.0,106.25%,18.0,0.0,Takeda PRA Development Center,2019-07-23,2019-09-19,58,5,5,,,15.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58
213,Darvadstrocel-3002,III,GI,20,22,0.0,0.0,110.00%,7.0,0.0,MEDISCIENCE PLANNING INC,2020-07-20,2020-11-11,114,5,5,,206.0,22.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114
214,C16028,II,Oncology,30,34,0.0,6.0,113.33%,20.0,0.0,EPS,2018-08-03,2018-10-02,60,5,5,,,18.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
215,TB-MC010034,I,Oncology,1,0,0.0,0.0,0.00%,5.0,0.0,Takeda PRA Development Center,2019-02-15,2019-05-15,89,5,5,,,14.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89
216,Niraparib-1001,I,Oncology,9,9,0.0,8.0,100.00%,1.0,0.0,Takeda PRA Development Center,2018-12-03,2019-05-20,168,5,5,,,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
217,SYR-472-3003,III,NonCore,107,107,0.0,25.0,100.00%,51.0,0.0,A2 Healthcare,2018-04-24,2018-06-18,55,5,5,,55.0,38.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
218,Vonoprazan-3001,III,GI,484,484,0.0,0.0,100.00%,45.0,0.0,EPS,2018-02-26,2018-05-29,92,5,5,,225.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
219,TAK-438ASA-1001,I,GI,552,548,0.0,0.0,99.28%,1.0,0.0,MEDISCIENCE PLANNING INC,2018-10-12,2018-12-27,76,5,5,,71.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
220,TAK-536/OCT-101,III,NonCore,30,27,0.0,4.0,90.00%,32.0,0.0,MEDISCIENCE PLANNING INC,2019-06-04,2019-07-23,49,5,5,,,38.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
221,TAK-831-1002,I,NS,40,40,0.0,0.0,100.00%,1.0,0.0,Takeda PRA Development Center,2019-06-19,2019-07-23,34,5,5,,78.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
222,TAK-906-1004,I,GI,24,24,0.0,0.0,100.00%,1.0,0.0,MEDISCIENCE PLANNING INC,2017-10-07,2017-12-15,69,5,5,,93.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
223,TAK-925-1001,I,NS,101,101,0.0,0.0,100.00%,1.0,0.0,MEDISCIENCE PLANNING INC,2018-09-04,2018-10-12,38,5,5,,61.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,38
224,TAK-438ODT-1001,I,GI,96,96,0.0,0.0,100.00%,1.0,0.0,Takeda PRA Development Center,2019-03-12,2019-06-17,97,5,5,,83.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
225,MLN0002/CCT-101,III,GI,278,292,0.0,49.0,105.04%,100.0,0.0,MEDISCIENCE PLANNING INC,2016-12-03,2017-02-20,79,5,5,,,9.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
226,MLN0002/CCT-001,III,GI,110,157,0.0,25.0,142.73%,60.0,0.0,MEDISCIENCE PLANNING INC,2017-11-16,2018-02-06,82,5,5,,,13.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
227,Azilsartan-1005,I,NonCore,23,23,0.0,0.0,100.00%,1.0,0.0,MEDISCIENCE PLANNING INC,2018-03-11,2018-04-06,26,5,5,,63.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
228,Niraparib-2002,II,Oncology,16,20,0.0,8.0,125.00%,30.0,0.0,MEDISCIENCE PLANNING INC,2019-07-01,2019-08-23,53,5,5,,,26.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
229,Niraparib-2001,II,Oncology,15,19,0.0,9.0,126.67%,30.0,0.0,MEDISCIENCE PLANNING INC,2019-03-17,2019-05-20,64,5,5,,,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64
230,TAK-925-1003,I,NS,54,57,0.0,0.0,105.56%,3.0,0.0,Takeda PRA Development Center,2019-10-25,2019-11-21,27,5,5,,37.0,24.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27
231,TAK-123-1001,I,NonCore,10,10,0.0,0.0,100.00%,1.0,0.0,PRA,2019-12-18,2020-01-10,23,5,5,,91.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
232,DX-2930-03,III,RGH,120,125,125.0,11.0,104.17%,60.0,0.0,IQVIA,2017-04-13,2017-05-10,27,5,5,-617.0,40.0,,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
233,DX-2930-04,III,RGH,250,0,0.0,0.0,0,60.0,0.0,"Red Maple Trials, Rho, Triumpharma",2019-10-31,2019-12-17,47,5,5,,131.0,,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
234,HGT-HIT-094,III,RGH,0,58,0.0,2.0,0,12.0,0.0,PPD,2017-09-28,2017-12-04,67,5,5,-1581.0,205.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,67
235,HGT-MLD-070,II,RGH,24,24,24.0,2.0,100.00%,6.0,0.0,ICON / MAPI / Paradigm,2017-02-20,2017-03-13,21,5,5,,214.0,166.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
236,PAR-C10-008,III,RGH,40,53,0.0,13.0,132.50%,12.0,0.0,Medpace,2018-01-30,2018-07-03,154,5,5,-3144.0,38.0,7.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154
237,ROPP-2008-01,II,RGH,120,121,121.0,28.0,100.83%,25.0,0.0,PPD,2016-04-27,2016-06-08,42,5,5,,80.0,7.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
238,SHP465-112,I,NS,0,24,0.0,2.0,0,10.0,0.0,PPD,2018-10-05,2018-11-16,42,5,5,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
239,SHP465-308,III,NS,0,282,0.0,172.0,0,45.0,0.0,Endpoint,2019-01-18,2019-02-15,28,5,5,,,,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
240,SHP465-309,III,NS,0,89,0.0,6.0,0,45.0,0.0,PPD,2018-06-08,2018-08-21,74,5,5,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
241,SHP615-301,III,NS,25,23,0.0,0.0,92.00%,25.0,0.0,IQVIA,2019-08-02,2019-09-19,48,5,5,-1232.0,151.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
242,SHP615-302,III,NS,6,3,1.0,0.0,50.00%,25.0,0.0,IQVIA,2019-08-31,2019-09-19,19,5,5,,189.0,1.0,-132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,19
243,SHP616-300,III,NonCore,0,75,0.0,17.0,0,40.0,0.0,PPD,2017-07-24,2017-08-23,30,5,5,,262.0,22.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
244,SHP620-303,III,RGH,351,349,352.0,74.0,99.43%,100.0,4.0,PPD,2020-08-17,2020-11-13,88,5,5,,135.0,7.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,88
245,SHP621-101,I,GI,22,0,0.0,0.0,0.00%,1.0,0.0,0,2017-11-26,2018-01-22,57,5,5,,70.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
246,SHP621-102,I,GI,16,7,7.0,0.0,43.75%,1.0,0.0,0,2017-12-29,2018-03-08,69,5,5,,44.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
247,SHP621-301,III,GI,0,323,0.0,26.0,0,60.0,0.0,PPD,2019-02-15,2019-03-15,28,5,5,-1465.0,35.0,27.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28
248,SHP621-302,III,GI,200,219,219.0,45.0,109.50%,60.0,0.0,Endpoint,2019-11-12,2019-12-12,30,5,5,,21.0,28.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
249,SHP621-302,III,GI,200,219,219.0,45.0,109.50%,60.0,0.0,Endpoint,2019-11-12,2019-12-12,30,5,5,,21.0,28.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
250,SHP633-301,III,GI,10,10,10.0,3.0,100.00%,8.0,0.0,IQVIA,2020-09-18,2020-10-14,26,5,5,,859.0,0.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26
251,SHP633-302,III,GI,10,10,0.0,0.0,100.00%,6.0,0.0,IQVIA,2020-01-21,2020-03-04,43,5,5,,255.0,19.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
252,SHP633-303,III,GI,39,29,0.0,9.0,74.36%,12.0,0.0,IQVIA,2020-07-14,2020-10-09,87,5,5,,155.0,9.0,1071.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87
253,SHP633-304,III,GI,57,61,0.0,9.0,107.02%,28.0,0.0,TBD,2020-11-05,2021-01-25,81,5,5,,122.0,0.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81
254,SHP633-306,III,GI,5,7,0.0,0.0,140.00%,5.0,0.0,IQVIA,2019-08-06,2019-09-13,38,5,5,,124.0,64.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
255,SHP634-101,I,RGH,34,34,0.0,1.0,100.00%,30.0,0.0,PPD,2019-03-08,2020-02-17,346,5,5,,36.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346
256,SHP634-102,I,RGH,24,24,24.0,0.0,100.00%,1.0,0.0,Parexel,2017-06-26,2017-08-22,57,5,5,-364.0,225.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
257,SHP634-103,I,RGH,58,58,58.0,0.0,100.00%,1.0,0.0,"Clinical Pharmacology of Miami, INC",2017-11-03,2018-03-09,126,5,5,-121.0,22.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126
258,SHP634-402,IV,RGH,50,36,0.0,36.0,72.00%,1.0,0.0,PPD,2019-12-20,2020-12-04,350,5,5,,39.0,44.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350
259,SHP639-101,I,NonCore,0,63,0.0,1.0,0,7.0,0.0,PPD,2018-05-30,2018-11-13,167,5,5,-644.0,118.0,6.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167
260,SHP640-303,III,NonCore,721,753,753.0,57.0,104.44%,203.0,0.0,IQVIA,2018-10-03,2018-11-15,43,5,5,-791.0,32.0,25.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
261,SHP643-101,I,RGH,32,32,0.0,0.0,100.00%,1.0,0.0,PPD,2018-05-30,2018-07-30,61,5,5,,,,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
262,SHP643-102,I,RGH,190,190,0.0,17.0,100.00%,1.0,1.0,PPD,2019-11-13,2020-01-03,51,5,5,,,,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
263,SHP647-301,III,GI,825,380,0.0,34.0,46.06%,167.0,15.0,PPD,2020-07-22,2020-12-02,133,5,5,,,92.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,133
264,SHP647-302,III,GI,825,279,0.0,21.0,33.82%,168.0,20.0,PPD,2020-07-15,2020-11-09,117,5,5,,,35.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117
265,SHP647-305,III,GI,"1,032",30,0.0,2.0,2.91%,420.0,5.0,PPD,2020-07-07,2020-11-25,141,5,5,,,65.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,141
266,SHP647-306,III,GI,"1,032",34,0.0,7.0,3.29%,420.0,8.0,PPD,2020-08-18,2020-11-24,98,5,5,,,36.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98
267,SHPELA-701,IV,RGH,25,5,0.0,0.0,20.00%,25.0,3.0,IQVIA,2020-05-11,2020-08-28,109,5,5,,0.0,,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
268,SPD489-348,III,NS,100,115,0.0,46.0,115.00%,54.0,1.0,Bracket,2020-01-03,2020-01-30,27,5,5,,57.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
269,TAK-620-1019,I,RGH,38,0,0.0,0.0,0,1.0,0.0,PPD,2019-11-25,2020-03-03,99,5,5,,29.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
270,TAK-620-1020,I,RGH,24,24,0.0,0.0,100.00%,1.0,1.0,TBD,2020-11-11,2021-12-15,399,5,5,,55.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,399
271,TAK-743-1003,I,RGH,12,12,0.0,0.0,100.00%,1.0,0.0,Celerion,2020-12-16,2021-01-26,41,5,5,,,7.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
272,TAK-888-2001,III,NonCore,500,0,0.0,0.0,0,30.0,0.0,0,2021-03-10,2021-03-28,18,5,5,,89.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
273,TED-C13-003,III,GI,42,42,0.0,0.0,100.00%,19.0,0.0,Psi,2015-01-09,2015-02-05,27,5,5,,49.0,31.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
274,TED-C14-006,III,GI,34,59,0.0,0.0,173.53%,27.0,0.0,IQVIA,2017-07-28,2017-10-20,84,5,5,-1019.0,129.0,21.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84
275,DEN-001,0,NonCore,"2,000",0,0.0,0.0,0,4.0,0.0,TBD,2016-12-31,2017-01-31,31,5,5,,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
276,DEN-002,0,NonCore,"1,200",0,0.0,0.0,0,3.0,0.0,TBD,2018-07-18,2019-10-25,464,5,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464
277,DEN-101,I,NonCore,72,0,0.0,0.0,0,1.0,0.0,DMID-CROMS Pharmacovigilance Group,2012-04-12,2012-12-04,236,5,5,,61.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236
278,DEN-102,I,NonCore,112,0,0.0,0.0,0,1.0,0.0,IQVIA,2011-11-09,2013-05-01,539,5,5,,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539
279,DEN-104,I,NonCore,144,0,0.0,0.0,0,3.0,0.0,TBD,2014-01-06,2014-03-01,54,5,5,,0.0,9.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
280,DEN-203-2,II,NonCore,360,0,0.0,0.0,0,8.0,0.0,Chiltern,2016-04-01,2016-12-30,273,5,5,,71.0,0.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273
281,DEN-204,II,NonCore,"1,800","1,778",1800.0,0.0,98.78%,3.0,0.0,IQVIA,2016-09-13,2020-10-02,108,5,5,,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480
282,DEN-205,II,NonCore,400,351,0.0,29.0,87.75%,3.0,0.0,PPD,2017-09-18,2018-01-11,115,5,5,,130.0,5.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
283,DEN-304,III,NonCore,924,4,0.0,111.0,0.43%,14.0,1.0,PPD,2019-01-14,2019-05-22,128,5,5,,517.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
284,DEN-305,III,NonCore,900,900,0.0,160.0,100.00%,11.0,0.0,PPD,2019-05-13,2019-11-04,175,5,5,,306.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175
285,DEN-307,III,NonCore,200,203,0.0,0.0,101.50%,0.0,0.0,IQVIA,2020-03-13,2020-12-15,277,5,5,,126.0,0.0,287.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,277
286,DEN-313,II,NonCore,200,392,0.0,16.0,196.00%,2.0,2.0,PPD,2020-09-29,2021-02-25,149,5,5,,0.0,0.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149
287,DEN-314,III,NonCore,900,899,0.0,121.0,99.89%,10.0,0.0,PPD,2019-07-09,2019-10-02,85,5,5,,196.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85
288,DEN-315,III,NonCore,400,400,0.0,9.0,100.00%,5.0,1.0,PPD,2019-01-26,2019-07-25,102,5,5,,249.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,180
289,EPI-001,0,NonCore,"3,500",0,0.0,0.0,0,1.0,0.0,TBD,2017-11-13,2018-01-31,79,5,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
290,EPI-002,0,NonCore,"2,750",0,0.0,0.0,0,9.0,6.0,Assign Group,2017-03-31,2018-08-31,518,5,5,,149.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518
291,EPI-003A,0,NonCore,"2,152",0,0.0,0.0,0,5.0,2.0,Assign Group,2017-07-07,2019-12-13,889,5,5,,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889
292,EPI-008,0,NonCore,400,0,0.0,0.0,0,2.0,0.0,TBD,2016-03-23,2016-06-30,99,5,5,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
293,EPI-011,0,NonCore,"5,000",0,0.0,0.0,0,1.0,0.0,Mediscience Planning Inc.,2017-03-31,2017-03-31,0,5,5,,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
294,EPI-012,0,NonCore,"2,000",0,0.0,0.0,0,1.0,0.0,TBD,2018-03-30,2018-04-30,31,5,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
295,EPI-013,0,NonCore,0,0,0.0,0.0,0,1.0,0.0,TBD,2015-01-15,2015-01-31,16,5,5,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
296,EPI-015,0,NonCore,100,0,0.0,0.0,0,1.0,0.0,TBD,2017-05-09,2017-06-01,23,5,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
297,EPI-017,0,NonCore,"1,242",0,0.0,0.0,0,2.0,0.0,TBD,2016-12-30,2018-04-30,486,5,5,,230.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486
298,EPI-018,0,NonCore,495,0,0.0,0.0,0,1.0,0.0,TBD,2015-07-31,2016-06-30,335,5,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335
299,EPI-020,0,NonCore,30,0,0.0,0.0,0,1.0,0.0,TBD,2018-08-15,2018-08-30,15,5,5,,0.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
300,EPI-026,0,NonCore,800,0,0.0,0.0,0,2.0,1.0,IQVIA,2020-04-08,2021-01-29,296,5,5,,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296
301,IPV-102,I,NonCore,340,0,0.0,0.0,0,3.0,4.0,PRA Health Sciences,2018-06-29,2018-12-14,168,5,5,,135.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
302,LV01-101,I,NonCore,28,0,0.0,0.0,0,1.0,0.0,"DP Clinical, Inc.",2008-10-07,2009-10-12,370,5,5,,0.0,14.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370
303,LV03-105,I,NonCore,132,0,0.0,0.0,0,5.0,0.0,"DP Clinical, Inc.",2012-02-24,2012-03-02,7,5,5,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
304,NOR-107,II,NonCore,420,0,0.0,0.0,0,2.0,0.0,IQVIA,2015-06-19,2015-08-17,59,5,5,,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
305,NOR-201,II,NonCore,450,0,0.0,0.0,0,10.0,0.0,IQVIA,2016-01-14,2016-02-01,18,5,5,,46.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
306,NOR-202,II,NonCore,840,840,840.0,0.0,100.00%,12.0,0.0,IQVIA,2018-06-20,2018-08-30,71,5,5,,97.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
307,NOR-204,II,NonCore,325,320,0.0,11.0,98.46%,10.0,0.0,PPD,2017-09-29,2018-02-05,129,5,5,,33.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
308,NOR-210,II,NonCore,50,50,0.0,2.0,100.00%,1.0,0.0,PPD,2015-09-11,2015-10-29,48,5,5,,33.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
309,NOR-211,II,NonCore,"4,176","4,758",0.0,0.0,113.94%,1.0,0.0,IQVIA,2018-06-16,2018-08-08,53,5,5,,33.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
