Trial Id,Protocol #,fmt_Protocol#,Legacy Protocol ID,Product Name,Full Title,Short Title,Protocol Phase ,Protocol Status,Indication,Therapeutic Area,Operational TA,Registry,Pediatric / Non-Pediatric,Study Type,Study Design: Primary Purpose (Interventional),Study Design: Time Perspective (Observational),Study Design: Study Model (Observational),Planned Enrollment,Actual Enrollment,Actual Screened,Actual Rescreened,Actual Screen Failure,Actual Randomized / Dosed,Actual Early Terminated,% Enrollment Completed,Planned Sites,Active Sites,Legacy Company,CRO,COM/CPOM,Primary Contact,Medical Monitor,COPL/POOL,Study Site Engagement,EudraCT#,Expanded Access Availability / Status,Human Subjects Protection Review Board Status,Study Imposed by EMA Flag,Device/Product Not Approved or Cleared by US FDA,Wave,Prioritization,Tier Category,Source CTMS,Planned Primary Study Completion Date,Actual Primary Study Completion Date,Synopsis Planned Date,Synopsis Actual Date,Protocol Planned Date,Protocol Actual Date,First Site Activated Planned Date,First Site Activated Actual Date,FSS Planned Date,FSS Actual Date,FSI Planned Date,FSI Actual Date,FSFV Planned Date,FSFV Actual Date,LSI Planned Date,LSI Actual Date,LSI Avg Tx  Planned Date,LSI Avg Tx Actual Date,LSO Planned Date,LSO Actual Date,LSO 2 Planned Date,LSO 2 Actual Date,LSO 3 Planned Date,LSO 3 Actual Date,LSO 4 Planned Date,LSO 4 Actual Date,LSO Final Planned Date,LSO Final Actual Date,LSLV Planned Date,LSLV Actual Date,DBL Planned Date,DBL Actual Date,DBL 2  Planned Date,DBL 2 Actual Date,DBL 3 Planned Date,DBL 3  Actual Date,DBL 4 Planned Date,DBL 4 Actual Date,DBL Final Planned Date,DBL Final Actual Date,KA/Flash Planned Date,KA/Flash Actual Date,KA 2 10601 Planned Date,KA 2 Actual Date,KA 3 Planned Date,KA 3 Actual Date,KA 4  Planned Date,KA 4 Actual Date,KA Final  Planned Date,KA Final Actual Date,Topline Planned Date,Topline Actual Date,TFL Planned Date,TFL Actual Date,TLF Planned Date,TLF Actual Date,TLF 2 Planned Date,TLF 2 Actual Date,TLF 3 Planned Date,TLF 3 Actual Date,TLF 4 Planned Date,TLF 4 Actual Date,TLF Final Planned Date,TLF Final Actual Date,CSR Planned Date,CSR Actual Date,CSR 2  Planned Date,CSR 2  Actual Date,CSR 3  Planned Date,CSR 3 Actual Date,CSR 4 Planned Date,CSR 4 Actual Date,CSR Final Planned Date,CSR Final Actual Date,OA 1 Planned Date,OA 1 Actual Date,OA 2 Planned Date,OA 2 Actual Date,OA 3 Planned Date,OA 3 Actual Date,Trial Summary Planned Date,Trial Summary Actual Date,Oversight Needs Assessment Planned Date,Oversight Needs Assessment Actual Date,CDO Quality Risk Assessment Planned Date,CDO Quality Risk Assessment Actual Date,Primary Planned Date,Primary Actual Date
SHP489-128,SHP489-128,'SHP489-128,,Vyvanse (Lisdexamfetamine dimesylate),An Open-Label Sensory Evaluation of SPD489 (VYVANSE¿) in Healthy Panelists,SHP489-128 palatability optimization,I,Completed,ADHD,NS,,Non-Registry,Non-pediatric only (>18 yr),Interventional,,,,6,7,7,0,0,0,0,116.67%,1,,,PRA,Alexander Tankelevich,"David Duesenberg, Glen Frick",Patrick Martin,Laura McCarthy,,,,,N,No,,,,COSMOS Inactive,,,8/24/2015,8/24/2015,8/28/2015,8/28/2015,,,10/13/2015,10/13/2015,,,,,2/9/2016,2/9/2016,,,2/16/2016,2/16/2016,,,,,,,,,,,,,,,,,,,,,4/19/2016,4/19/2016,,,,,,,,,,,,,,,,,,,,,,,8/8/2016,8/8/2016,,,,,,,,,,,,,,,8/8/2016,8/8/2016,,,,,,
SHP555-3xx,SHP555-3xx,'SHP555-3xx,,,"A 12-week, randomized, double-blind, placebo-controlled trial to evaluate the efficacy, quality of life, safety and tolerability of prucalopride in subjects with chronic constipation who have Parkinson’s disease","Phase 3 Rand, DB, PLC, CC in Parkinson's",III,Study Withdrawn,Chronic Constipation,,,Non-Registry,,Interventional,Double-Blind,,,358,0,0,0,0,0,0,0.00%,60,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,8/13/2015,,12/17/2015,,,,,,5/5/2016,,,,11/16/2017,,,,,,,,,,,,,,3/21/2019,,3/21/2019,,,,,,,,,,,,,,,,,,,,5/6/2019,,6/10/2019,,,,,,,,,,,,8/5/2019,,,,,,,,,,,,,,,,,,,,,,,
SHP555-308,SHP555-308,'SHP555-308,'TAK-555-3010,Motegrity (Prucalopride),"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Determine the Efficacy and Safety of 2 Different Prucalopride Doses Administered Orally for 12 Weeks to Children and Adolescents, Aged 6 Months to <18 Years, who Fulfill Modified Rome IV Criteria for Child/Adolescent Functional Constipation",Phase 3 Prucalopride-Pediatrics,III,Study Withdrawn,Functional Constipation,Others,,Non-Registry,Pediatric only (<18 yr),Interventional,,,,342,0,0,0,0,0,0,0.00%,70,,,IQVIA,,"Kevin Szwarc, Stephanie Wagner",,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP555-309,SHP555-309,'SHP555-309,'TAK-555-3010,,"A Phase 3, Multicenter, Open-Label, Active Comparator Controlled Study to Assess the Long-term Safety and Tolerability of Prucalopride in Pediatric Patients Aged 6 Months to 18 Years with Functional Constipation who participated in study SHP555-308.",Long-term Safety and Tolerability of Pru,III,Study Withdrawn,Functional Constipation,,,Non-Registry,Both Pediatric & Non-pediatric,Interventional,Open Label,,,255,0,0,0,0,0,0,0.00%,70,,,,,"Stephanie Wagner, William Van Landegem",,,,,,,N,No,,,,COSMOS Inactive,,,1/1/2049,1/1/2049,1/1/2049,1/1/2049,1/1/2049,1/1/2049,,,1/1/2049,1/1/2049,1/1/2049,1/1/2049,1/1/2049,1/1/2049,,,,,,,,,,,,,1/1/2049,1/1/2049,1/1/2049,1/1/2049,,,,,,,,,,,,,,,,,,,1/1/2049,1/1/2049,1/1/2049,1/1/2049,,,,,,,,,,,1/1/2049,1/1/2049,,,,,,,,,,,,,,,,,1/1/2049,1/1/2049,1/1/2049,1/1/2049,,
SHP602-206,SHP602-206,'SHP602-206,,,"A Phase 2, Multicenter Study to Monitor for the Potential Development of Renal Tumors in Subjects with Transfusional Iron Overload Who Were  Previously Exposed to Deferitazole",SHP602-206 LT FU multi-centre Global,II,Completed,Iron Chelation,,,Non-Registry,Both Pediatric & Non-pediatric,Interventional,Long-Term,,,105,90,90,0,0,90,90,85.71%,17,,,ICON / MAPI / Paradigm,Alissa Sirbu,Mike Spitz,,,,2014-005086-70,,,N,No,,,,COSMOS Inactive,,10/24/2017,5/14/2014,5/14/2014,8/5/2014,8/5/2014,,,,,3/16/2015,3/16/2015,,,7/31/2016,7/31/2016,,,,,,,,,,,,,5/17/2017,,5/17/2017,,,,,,,,,,,,,,,,,,,,7/19/2017,,8/17/2017,,,,,,,,,,,,10/24/2017,10/24/2017,,,,,,,,,,,,,,,,,,,,,,
SHP606-304,SHP606-304,'SHP606-304,,Xiidra (lifitegrast opthalmic solution),"A Phase 3, Multi-Center, Randomized, Double-Masked, and Placebo-Controlled Study Evaluating the Safety and Efficacy of Lifitegrast Ophthalmic Solution Compared to Placebo in Subjects with Dry Eye and a Recent History of Artificial Tear Use",OPUS-3,III,Completed,Dry eye,Others,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Double-Blind,,,700,711,1542,0,831,711,74,101.57%,30,,,"Lexitas Pharma Services, Protrials Research",,,,,,,,,N,No,,,,COSMOS Inactive,,,6/16/2014,6/16/2014,7/11/2014,7/11/2014,,,11/13/2014,11/13/2014,11/26/2014,11/26/2014,,,7/13/2015,7/13/2015,,,10/5/2015,10/5/2015,,,,,,,,,,,,,,,,,,,,,11/20/2015,11/20/2015,,,,,,,,,,,,,,,,,,,,,,,1/8/2016,1/8/2016,,,,,,,,,,,,,,,1/8/2016,1/8/2016,,,,,,
SHP606-305,SHP606-305,'SHP606-305,,Xiidra (lifitegrast opthalmic solution),"A Phase 3,  Randomized, Double-masked, Multicenter,  Placebo-controlled Study Evaluating the Efficacy and Safety of a 5.0% Concentration of Lifitegrast Ophthalmic Solution Compared to Placebo in Japanese Adult Subjects with Dry Eye Disease and History of Recent Artificial Tear Use","Phase 3, Multicenter, Randomized, Para",III,Study Withdrawn,Dry eye,Others,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Efficacy,,,626,0,0,0,0,0,0,0.00%,50,,,IQVIA,,"Shivakumar Patil, Csaba Siffel, Mary M Sherman",,,,,,,N,No,,,,COSMOS Inactive,,,11/21/2017,11/21/2017,2/28/2018,2/28/2018,,,9/30/2019,,9/30/2019,,,,8/31/2021,,,,8/31/2021,,,,,,,,,,,,10/29/2021,,,,,,,,,,11/30/2021,,,,,,,,,,,,,,1/31/2022,,,,,,,,,,3/31/2022,,,,,,,,,,,,,,,,3/31/2022,,,,,,,
SHP606-306,SHP606-306,'SHP606-306,,Xiidra (lifitegrast opthalmic solution),"SHP606-306 : A Phase 3, Open-Label, Multicenter Study Evaluating the Long Term Safety of a 5.0% Concentration of Lifitegrast Ophthalmic Solution in Japanese Adult Subjects with Dry Eye Disease and History of Recent Dry Eye Treatment",Japan Long Term Safety,III,Study Withdrawn,Dry eye,Others,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Safety,,,100,0,0,0,0,0,0,0.00%,55,,,IQVIA,,,,,,,,,N,No,,,,COSMOS Inactive,,,5/26/2018,5/26/2018,9/5/2018,9/5/2018,,,10/31/2019,,10/31/2019,,,,9/30/2020,,,,5/29/2020,,,,,,,,,,,,9/30/2021,,,,,,,,,,9/30/2021,,,,,,,,,,,,,,10/29/2021,,,,,,,,,,1/31/2022,,,,,,,,,,,,,,,,1/31/2022,,,,,,,
SHP606-307,SHP606-307,'SHP606-307,,,SHP606-307: China,SHP606-307,III,Study Withdrawn,Dry eye,,,Non-Registry,Non-pediatric only (>18 yr),Interventional,,,,600,0,0,0,0,0,0,0.00%,50,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP606-401,SHP606-401,'SHP606-401,,Xiidra (lifitegrast opthalmic solution),"A Phase 4, Multicenter, Randomized, Double-masked, and Placebo-controlled Study Evaluating the Efficacy and Safety of a 5.0% Concentration of Lifitegrast Ophthalmic Solution Compared to Placebo in Subjects with Dry Eye Disease in a European population",EU Subj w PBO or 606,IV,Study Withdrawn,Dry eye,Others,,Non-Registry,Non-pediatric only (>18 yr),Non-Interventional_CDO Support,,,,400,0,0,0,0,0,0,0.00%,40,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP606-402,SHP606-402,'SHP606-402,,,Post Marketing Surveillance Study for Xiidra® in South Korea,Xiidra South Korea Study,IV,Study Withdrawn,Dry eye,,,Non-Registry,Non-pediatric only (>18 yr),Non-Interventional_CDO Support,Marketing study,,,999,0,0,0,0,0,0,0.00%,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP606-403,SHP606-403,'SHP606-403,,Xiidra (lifitegrast opthalmic solution),"Post Marketing Committment, European Long Term Efficacy and Safety",EU LT Efficacy 6 Mth Dosing,IV,Study Withdrawn,Dry eye,Others,,Non-Registry,Non-pediatric only (>18 yr),Non-Interventional_CDO Support,Comparator,,,600,0,0,0,0,0,0,0.00%,50,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,3/31/2020,,6/1/2020,,,,10/16/2020,,10/16/2020,,,,3/1/2022,,,,9/1/2022,,,,,,,,,,,,10/4/2022,,,,,,,,,,10/18/2022,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,12/30/2022,,,,,,,,,,,,,,,,12/30/2022,,,,,,,
SHP606-701,SHP606-701,'SHP606-701,,,PV Monitoring Study for Xiidra in Mexico,Xiidra Mexico PMS Study,IV,Study Withdrawn,Dry eye,,,Non-Registry,Non-pediatric only (>18 yr),Non-Interventional_CDO Support,PASS (Post Authorization Safety Study),,,"3,000",0,0,0,0,0,0,0.00%,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP607-202,SHP607-202,'SHP607-202,,TAK-607 (mecasermin rinfabate),"A Phase 2b, Multicenter, Randomized, Open-label, Controlled, 3-Arm Study to Evaluate the Clinical Efficacy and Safety of SHP607 in Preventing Chronic Lung Disease Through 12 Months Corrected Age(CA) Compared to Standard Neonatal Care in Extremely Premature Infants",SHP607-202 (Footprints),II,Recruiting,sGERD/ erosive esophagitis,RGH,RGH,,Pediatric only (<18 yr),Interventional,Treatment,Prospective,Cohort,477,81,81,,,81,16,16.98%,60,61,,PPD,,Charlotte Almeida,Linda Han,"John Germak, Victoria Niklas",,2018-001393-16,,,,,Wave 2,De-Risk,,Medidata CTMS (Pharma),,,8/1/2018,8/1/2018,9/19/2018,9/19/2018,,,5/9/2019,5/9/2019,5/9/2019,5/9/2019,,,8/30/2024,,,,12/29/2025,,,,,,,,,,,,2/23/2026,,,,,,,,,,3/2/2026,,,,,,,,,,,,,,3/23/2026,,,,,,,,,,8/3/2026,,,,,,,,,,,,,,,,8/3/2026,,,,,,,
SHP607-203,SHP607-203,'SHP607-203,,TAK-607 (mecasermin rinfabate),Long-Term Safety and Efficacy Outcomes Following Previously Administered Short-Term Treatment with SHP607 in Extremely Premature Infants,SHP607-203,II,Recruiting,Chronic Lung Disease,RGH,RGH,,,Observational,,,,382,6,0,,0,0,0,1.57%,64,14,,PPD,,Tina Banks,"Alexandra Mangili, Linda Han",,,2020-002726-84,,,,,Wave 2,De-Risk,,Medidata CTMS (Pharma),,,8/1/2019,8/1/2019,11/18/2019,11/18/2019,,,9/15/2020,9/15/2020,9/15/2020,9/15/2020,,,12/29/2025,,,,12/27/2029,,,,,,,,,,,,2/21/2030,,,,,,,,,,2/28/2030,,,,,,,,,,,,,,3/22/2030,,,,,,,,,,8/30/2030,,,,,,,,,,,,,,,,8/30/2030,,,,,,,
SHP607-301,SHP607-301,'SHP607-301,'SHP607-202,TAK-607 (mecasermin rinfabate),"A Phase 2b/3, Multi-Center, Randomized, Controlled, Open-Label, 3-Arm Study to Evaluate the Clinical Efficacy and Safety of SHP607 in Reducing the Risk of Moderate or Severe Bronchopulmonary Dysplasia (BPD) and grade III/IV Intraventricular Hemorrhage (IVH) Compared to Standard Neonatal Care in Extemely Premature Infants",SHP607-301,III,Study Withdrawn,Retinopathy of Prematurity,RGH,,Non-Registry,Pediatric only (<18 yr),Interventional,Open Label,,,"1,053",0,0,0,0,0,0,0.00%,90,,,PPD,,,Alexandra Mangili,"Norman Barton, Rebecca Pyle, Robert Pavia, Linda Han, Emily Jochim",Charlotte Almeida,,,,N,No,,,,COSMOS Inactive,,,6/15/2026,,8/24/2026,,,,,,3/22/2027,,,,3/20/2029,,,,7/16/2030,,,,,,,,,,,,9/10/2030,,,,,,,,,,9/17/2030,,,,,,,,,,,,,,10/8/2030,,,,,,,,,,2/18/2031,,,,,,,,,,,,,,,,2/18/2031,,,,,,,
SHP607-302,SHP607-302,'SHP607-302,,TAK-607 (mecasermin rinfabate),Long-Term Safety and Efficacy Outcomes Following Short-Term Treatment With SHP607 in Extremely Premature Infants,,IIIb,Study Withdrawn,Retinopathy of Prematurity,RGH,,Non-Registry,,Interventional,,,,843,,,,,,,,90,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,6/14/2027,,8/23/2027,,,,6/26/2028,,,,,,7/16/2030,,,,7/17/2034,,,,,,,,,,,,8/28/2034,,,,,,,,,,9/25/2034,,,,,,,,,,,,,,11/24/2034,,,,,,,,,,1/23/2035,,,,,,,,,,,,,,,,1/23/2035,,,,,,,
SHP609-302,SHP609-302,'SHP609-302,,idursulfase IT (TAK-609),An Open-Label Extension of Study HGT-HIT-094 Evaluating Long Term Safety and Clinical Outcomes of Intrathecal Idursulfase Administered in Conjunction with Elaprase� in Patients with Hunter Syndrome and Cognitive Impairment.,SHP609-302 Ped LT Safety Extn to HIT-094,III,Recruitment Complete,Schizophrenia / Alzheimer's disease,RGH,RGH,,Pediatric only (<18 yr),Interventional,Treatment,Prospective,Case-Only,56,83,0,,0,0,5,148.21%,9,24,,PPD,,"Steve Gust, Kerri Whyte",,,,2014-004143-13,,,,,Wave 1,Advance,Wave 1,Medidata CTMS (Pharma),,,7/28/2014,7/28/2014,10/2/2014,10/2/2014,,,,,4/14/2015,4/14/2015,,,9/27/2017,9/27/2017,,,10/17/2022,,,,,,,,,,,,12/12/2022,,,,,,,,,,12/19/2022,,,,,,,,,,,,,,1/9/2023,,,,,,,,,,5/22/2023,,,,,,,,,,,,,,,,5/22/2023,,,,,,,
SHP610-301,SHP610-301,'SHP610-301,,,SHP610-301,SHP610-301,III,Study Withdrawn,Sanfilippo A Syndrome,,,Non-Registry,,Interventional,,,,999,0,0,0,0,0,0,0.00%,999,,,,Nicole Yocum,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP611-201,SHP611-201,'SHP611-201,,arylsulfatase A (TAK-611),"A Phase 2/3 Multicenter, Non-concurrent Control, Open-label Study of SHP611 Administered Intrathecally in Children With Motor Metachromatic Leukodystrophy (MLD)",Pivotal Ped Ph2/3 SHP611-201 OL,IIb,Recruitment Complete,Schizophrenia/ Bipolar,RGH,RGH,,Pediatric only (<18 yr),Interventional,Treatment,Prospective,Cohort,42,51,63,,12,51,3,121.43%,16,31,,PPD,,"Rebekah Gorney, Shannon Mee, Helen Fitch",CJ Malanga,"David Alexanderian, David Whiteman",,,,,,,Wave 1,Advance,Wave 1,Medidata CTMS (Pharma),,,6/26/2018,6/26/2018,8/23/2018,8/23/2018,,,5/13/2019,5/13/2019,5/23/2019,5/23/2019,,,2/25/2021,2/25/2021,,,3/10/2023,,,,,,,,3/10/2025,,,,4/7/2023,,,,,,,,4/7/2025,,4/14/2023,,,,,,,,,,,,,,5/5/2023,,,,,,,,,,6/30/2023,,,,,,,,6/23/2025,,,,,,,,6/23/2025,,,,,,,
SHP611-202,SHP611-202,'SHP611-202,,,Juvenile MLD Ph III Trial,Infantile extension,III,Study Withdrawn,Metachromatic Leukodystrophy,,RGH,Non-Registry,Pediatric only (<18 yr),Interventional,,,,35,,,,,,,,999,,,PPD,Helen Fitch,,,,,,,,N,No,,,,COSMOS Inactive,,,1/31/2020,,2/21/2020,,,,,,2/28/2022,,2/28/2022,,5/19/2023,,,,,,,,,,,,,,5/16/2025,,5/16/2025,,,,,,,,,,,,,,,,,,,,6/27/2025,,6/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP613 Vascugel AVF-01,SHP613 Vascugel AVF-01,'SHP613 Vascugel AVF-01,,,"A Phase 2, Single-blind, Randomized, Controlled, Multi-center Study to Evaluate the Efficacy and Safety of SRM003 (Vascugel®) in Improving the Rate of Arteriovenous Fistula Maturation and Use in Subjects Undergoing Surgery for Creation of an Arteriovenous Fistula for Hemodialysis Access",SHP613-AVF01 Rand SD,II,Completed,Vascular Repair,,,Non-Registry,,Interventional,Efficacy,,,192,64,0,0,0,64,0,33.33%,50,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,7/16/2012,7/16/2012,11/28/2012,11/28/2012,,,,,3/28/2013,3/28/2013,3/18/2013,3/18/2013,4/18/2014,4/18/2014,,,,,,,,,,,,,10/27/2014,10/27/2014,10/27/2014,,,,,,,,,,,,,,,,,,,,3/24/2015,,5/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP613 Vascugel AVG-01,SHP613 Vascugel AVG-01,'SHP613 Vascugel AVG-01,,,"A Phase 2, Single-blind, Randomized, Controlled Study to Evaluate the Efficacy and Safety of SRM003 (Vascugel®) in the Treatment of Subjects With Vascular Injury Resulting From Arteriovenous Graft Surgery for Hemodialysis Access",SHP613-AVG01 Rand SD,II,Completed,Vascular Repair,,,Non-Registry,,Interventional,Efficacy,,,200,32,0,0,0,32,0,16.00%,50,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,7/16/2012,7/16/2012,11/28/2012,11/28/2012,,,,,4/17/2013,4/17/2013,4/17/2013,4/17/2013,4/11/2014,4/11/2014,,,,,,,,,,,,,10/21/2014,10/23/2014,10/21/2014,,,,,,,,,,,,,,,,,,,,3/24/2015,,5/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP615-101,SHP615-101,'SHP615-101,,,"Open-label, Two-Period Crossover Study to Assess PK, Safety, and Tolerability of Single 5 mg Oromucosal Dose of Midazolam Hydrochloride  (Buccolam) and Single 5 mg Intravenous Dose of Midazolam Hydrochloride in Healthy Japanese and Caucasian Adult Volunteers.",SHP615-101 OL Cross over PK,I,Study Withdrawn,Acute Convulsive Seizures,,,Non-Registry,,Interventional,Open Label,,,24,0,0,0,0,0,0,0.00%,1,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,11/1/2016,,12/12/2016,,,,,,3/1/2017,,,,3/28/2017,,,,,,,,,,,,,,4/25/2017,,4/25/2017,,,,,,,,,,,,,,,,,,,,7/31/2017,,7/27/2017,,,,,,,,,,,,9/21/2017,,,,,,,,,,,,,,,,,,,,,,,
SHP615-102,SHP615-102,'SHP615-102,,Buccolam (Midazolam),"A 3-period Crossover Study, in Healthy Volunteers, to Assess the Relative Bioavailability for the SHP615 Midazolam Buccal Formulation (5 mg) Compared to Oral (5 mg) and Intravenous Formulations (5 mg) of Midazolam",SHP615-102 HV BA Study,I,Planned,Status epilepticus,NS,Marketed Products,,Non-pediatric only (>18 yr),Interventional,,,,18,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP615-301,SHP615-301,'SHP615-301,,Buccolam (Midazolam),"A Multi-center, Open-label, Single-dose, Phase 3 Study of SHP615 Buccally Administered to Pediatric Subjects (aged 3 months to =18 years) with Status Epilepticus (Convulsive)",SHP615-301 OL Japan SE,III,Completed,Acute Convulsive Seizures,NS,Marketed Products,Non-Registry,Pediatric only (<18 yr),Interventional,,,,25,23,0,,57,0,,92.00%,25,,ViroPharma,IQVIA,Iris Culbert,Simone Gruppuso,,"Brigitte Robertson, Carol Crovisier",,,,,N,Yes,,,,COSMOS Inactive,18-Feb-20,1/9/2020,8/25/2016,8/25/2016,1/23/2017,1/23/2017,,,10/23/2017,10/23/2017,11/24/2017,11/24/2017,,,7/25/2019,7/25/2019,,,8/2/2019,8/2/2019,,,,,,,,,,,9/19/2019,9/19/2019,,,,,,,,,10/29/2019,10/29/2019,,,,,,,,,,,,,10/29/2019,10/29/2019,,,,,,,,,1/9/2020,1/9/2020,,,,,,,,,,,,,,,1/9/2020,1/9/2020,,,,,,
SHP615-302,SHP615-302,'SHP615-302,,Buccolam (Midazolam),"An Open-label, Single-dose, Phase 3 Study of SHP615 Buccally Administered to Pediatric Subjects (aged 6 months to =18 years) with Status Epilepticus (Convulsive) in Community Setting: Extension to Study SHP615-301 in the hospital or emergency room",SHP615-302 OL Japan SE Ext,III,Completed,Acute Convulsive Seizures,NS,Marketed Products,Non-Registry,Pediatric only (<18 yr),Interventional,,,,6,3,0,,9,1,,50.00%,25,,ViroPharma,IQVIA,Iris Culbert,"Simone Gruppuso, Ann Gooding",,"Carol Crovisier, Holly Oakley, Martha Fournier",,,,,N,No,,,,COSMOS Inactive,,,9/2/2016,9/2/2016,3/10/2017,3/10/2017,,,5/24/2018,5/24/2018,5/25/2018,5/25/2018,,,1/10/2020,1/10/2020,,,8/31/2019,8/31/2019,11/22/2019,11/22/2019,,,,,1/17/2020,1/17/2020,,,9/19/2019,9/19/2019,12/20/2019,12/20/2019,,,,,10/30/2020,10/30/2020,11/5/2019,11/5/2019,,,,,,,11/25/2020,11/25/2020,,,,,11/5/2019,11/5/2019,2/10/2020,2/10/2020,,,,,11/25/2020,11/25/2020,1/9/2020,1/9/2020,,,,,,,1/29/2021,1/29/2021,1/31/2020,1/31/2020,,,,,1/29/2021,1/29/2021,,,,,,
SHP615-303,SHP615-303,'SHP615-303,,Buccolam (Midazolam),"A Phase 3, Multicenter, Open-label Study to Determine the Efficacy, Safety, and Pharmacokinetics of Buccally Administered MHOS/SHP615 in Pediatric Patients with Status Epilepticus (Convulsive) in the Hospital or Emergency Room",SHP615-303 US pre-hosp,III,All Activities Closed,,NS,,,Pediatric only (<18 yr),Interventional,,,,458,,,,,,,,25,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP615-304,SHP615-304,'SHP615-304,,Buccolam (Midazolam),"A Phase 3, Multicenter, Open-label Extension Study of Buccally Administered MHOS/SHP615 in Pediatric Patients with Status Epilepticus (Convulsive) in Community Settings",SHP615-304 US community,III,All Activities Closed,,NS,,,Pediatric only (<18 yr),Interventional,,,,50,,,,,,,,80,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP616-102,SHP616-102,'SHP616-102,,,"A  Pharmacokinetic,  tolerability and Safety Study to evaluate ease of subcutaneous injection administration of CINRYZE® with and without recombinant human hyaluronidase (rHuPH20) in healthy volunteers",SHP616-102: SC w/ & w/o rHuPH20,I,Completed,Hereditary Angioedema (HAE),,,Non-Registry,,Interventional,,,,56,53,0,0,0,0,0,94.64%,1,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,6/10/2013,,,,,,6/21/2013,,,,8/30/2013,,,,,,,,,,,,,,9/27/2013,,9/27/2013,,,,,,,,,,,,,,,,,,,,11/28/2013,,6/17/2014,,,,,,,,,,,,7/15/2014,,,,,,,,,,,,,,,,,,,,,,,
